2023 Lower Weather Meterological Hourly Data (Summary),,
,,
Reference Dataset with the following format:,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",
2/22/2023 3:15,243.3,-5.812
2/22/2023 3:30,243.3,-6.166
2/22/2023 3:45,243.3,-6.399
2/22/2023 4:00,243.3,-5.76
2/22/2023 4:15,243.3,-5.162
2/22/2023 4:30,243.3,-4.98
2/22/2023 4:45,243.4,-5.203
2/22/2023 5:00,243.4,-5.244
2/22/2023 5:15,243.4,-5.122
2/22/2023 5:30,243.4,-4.949
2/22/2023 5:45,243.4,-5.081
2/22/2023 6:00,243.4,-5.122
2/22/2023 6:15,243.3,-5.385
2/22/2023 6:30,243.4,-5.385
2/22/2023 6:45,243.4,-5.224
2/22/2023 7:00,243.4,-5.304
2/22/2023 7:15,243.4,-5.324
2/22/2023 7:30,243.3,-5.446
2/22/2023 7:45,243.3,-5.162
2/22/2023 8:00,243.4,-5.162
2/22/2023 8:15,243.4,-4.838
2/22/2023 8:30,243.4,-4.554
2/22/2023 8:45,243.5,-4.382
2/22/2023 9:00,243.4,-4.352
2/22/2023 9:15,243.4,-4.352
2/22/2023 9:30,243.4,-4.382
2/22/2023 9:45,243.4,-3.622
2/22/2023 10:00,243.4,-4.068
2/22/2023 10:15,243.4,-3.499
2/22/2023 10:30,243.4,-3.48
2/22/2023 10:45,243.3,-2.609
2/22/2023 11:00,243.5,-2.669
2/22/2023 11:15,243.4,-1.898
2/22/2023 11:30,243.3,-2.335
2/22/2023 11:45,243.3,-2.264
2/22/2023 12:00,243.3,-2.223
2/22/2023 12:15,243.3,-1.93
2/22/2023 12:30,243.3,-1.494
2/22/2023 12:45,243.2,-1.585
2/22/2023 13:00,243.3,-1.828
2/22/2023 13:15,243.4,-0.674
2/22/2023 13:30,243.3,-1.758
2/22/2023 13:45,243.3,-1.576
2/22/2023 14:00,243.2,0.074
2/22/2023 14:15,243.4,-0.968
2/22/2023 14:30,243.2,-1.312
2/22/2023 14:45,243.2,-0.522
2/22/2023 15:00,243.2,0.428
2/22/2023 15:15,243.3,-1.079
2/22/2023 15:30,243.1,-1.272
2/22/2023 15:45,243.2,-1.272
2/22/2023 16:00,243.3,-1.372
2/22/2023 16:15,243.2,-1.11
2/22/2023 16:30,243.3,-0.796
2/22/2023 16:45,243.1,-0.3
2/22/2023 17:00,243.2,-1.252
2/22/2023 17:15,243.2,-1.392
2/22/2023 17:30,243.2,-1.392
2/22/2023 17:45,243.2,-1.372
2/22/2023 18:00,243.2,-2.092
2/22/2023 18:15,243.2,-2.71
2/22/2023 18:30,243.2,-2.943
2/22/2023 18:45,243.3,-3.074
2/22/2023 19:00,243.1,-3.601
2/22/2023 19:15,243.2,-3.278
2/22/2023 19:30,243.2,-3.216
2/22/2023 19:45,243.2,-3.074
2/22/2023 20:00,243.3,-3.034
2/22/2023 20:15,243.6,-4.098
2/22/2023 20:30,244.3,-4.412
2/22/2023 20:45,244.5,-4.27
2/22/2023 21:00,245.2,-4.412
2/22/2023 21:15,245.4,-4.716
2/22/2023 21:30,246,-5.487
2/22/2023 21:45,246.1,-5.588
2/22/2023 22:00,246.3,-5.66
2/22/2023 22:15,246.3,-5.72
2/22/2023 22:30,246.8,-5.588
2/22/2023 22:45,246.8,-5.273
2/22/2023 23:00,246.9,-5.061
2/22/2023 23:15,247,-5.02
2/22/2023 23:30,247.2,-5.203
2/22/2023 23:45,247.2,-5.162
2/23/2023 0:00,247.2,-5.608
2/23/2023 0:15,247.2,-6.054
2/23/2023 0:30,247.2,-5.548
2/23/2023 0:45,247.2,-4.675
2/23/2023 1:00,247.3,-4.392
2/23/2023 1:15,247.2,-4.736
2/23/2023 1:30,247.2,-4.534
2/23/2023 1:45,247.2,-4.685
2/23/2023 2:00,247.2,-4.594
2/23/2023 2:15,247.2,-5.091
2/23/2023 2:30,247.2,-6.086
2/23/2023 2:45,247.2,-6.562
2/23/2023 3:00,247.2,-6.319
2/23/2023 3:15,247.2,-5.872
2/23/2023 3:30,247.1,-6.115
2/23/2023 3:45,247.1,-4.97
2/23/2023 4:00,247.1,-4.98
2/23/2023 4:15,247.1,-5.162
2/23/2023 4:30,247.1,-5.446
2/23/2023 4:45,247.1,-5.558
2/23/2023 5:00,247.1,-5.689
2/23/2023 5:15,247.1,-5.466
2/23/2023 5:30,247,-5.304
2/23/2023 5:45,247.1,-5.354
2/23/2023 6:00,247,-5.426
2/23/2023 6:15,247.1,-5.03
2/23/2023 6:30,247,-5.061
2/23/2023 6:45,247,-5.314
2/23/2023 7:00,247.1,-5.081
2/23/2023 7:15,247.1,-4.898
2/23/2023 7:30,246.9,-4.908
2/23/2023 7:45,247,-5.284
2/23/2023 8:00,246.9,-5.224
2/23/2023 8:15,246.8,-5.162
2/23/2023 8:30,246.9,-4.96
2/23/2023 8:45,246.9,-5.04
2/23/2023 9:00,246.9,-4.918
2/23/2023 9:15,246.9,-4.777
2/23/2023 9:30,246.9,-4.452
2/23/2023 9:45,246.8,-4.574
2/23/2023 10:00,246.5,-4.25
2/23/2023 10:15,246.7,-4.402
2/23/2023 10:30,246.6,-4.168
2/23/2023 10:45,246.9,-4.371
2/23/2023 11:00,246.7,-3.885
2/23/2023 11:15,246.7,-4.038
2/23/2023 11:30,246.5,-3.764
2/23/2023 11:45,246.8,-4.017
2/23/2023 12:00,246.6,-3.834
2/23/2023 12:15,246.6,-4.291
2/23/2023 12:30,246.4,-4.311
2/23/2023 12:45,246.4,-3.742
2/23/2023 13:00,246.4,-3.418
2/23/2023 13:15,246.5,-2.122
2/23/2023 13:30,246.3,-2.122
2/23/2023 13:45,246.4,-2.112
2/23/2023 14:00,246.3,-2.518
2/23/2023 14:15,246.5,-2.872
2/23/2023 14:30,246.2,-2.426
2/23/2023 14:45,246.1,-1.94
2/23/2023 15:00,246.1,-2.122
2/23/2023 15:15,246.4,-2.112
2/23/2023 15:30,246.1,-2.082
2/23/2023 15:45,246.1,-2.548
2/23/2023 16:00,246,-2.102
2/23/2023 16:15,245.9,-1.99
2/23/2023 16:30,246,-1.97
2/23/2023 16:45,245.8,-2.648
2/23/2023 17:00,246,-3.176
2/23/2023 17:15,245.9,-3.186
2/23/2023 17:30,245.8,-3.317
2/23/2023 17:45,245.8,-4.98
2/23/2023 18:00,245.8,-4.554
2/23/2023 18:15,245.9,-4.412
2/23/2023 18:30,245.9,-3.094
2/23/2023 18:45,245.9,-2.832
2/23/2023 19:00,245.8,-3.014
2/23/2023 19:15,245.9,-3.176
2/23/2023 19:30,245.7,-3.034
2/23/2023 19:45,245.8,-3.116
2/23/2023 20:00,245.8,-2.992
2/23/2023 20:15,245.7,-3.054
2/23/2023 20:30,245.7,-3.47
2/23/2023 20:45,245.7,-3.864
2/23/2023 21:00,245.7,-3.946
2/23/2023 21:15,245.6,-3.804
2/23/2023 21:30,245.7,-3.956
2/23/2023 21:45,245.6,-3.905
2/23/2023 22:00,245.6,-3.854
2/23/2023 22:15,245.6,-4.168
2/23/2023 22:30,245.6,-3.885
2/23/2023 22:45,245.6,-4.108
2/23/2023 23:00,245.6,-4.28
2/23/2023 23:15,245.6,-3.986
2/23/2023 23:30,245.6,-3.723
2/23/2023 23:45,245.6,-4.452
2/24/2023 0:00,245.6,-4.371
2/24/2023 0:15,245.6,-4.026
2/24/2023 0:30,245.5,-4.311
2/24/2023 0:45,245.5,-4.798
2/24/2023 1:00,245.5,-4.392
2/24/2023 1:15,245.5,-4.402
2/24/2023 1:30,245.5,-4.291
2/24/2023 1:45,245.4,-4.25
2/24/2023 2:00,245.4,-4.23
2/24/2023 2:15,245.5,-4.148
2/24/2023 2:30,245.4,-4.25
2/24/2023 2:45,245.4,-4.27
2/24/2023 3:00,245.4,-4.291
2/24/2023 3:15,245.4,-4.148
2/24/2023 3:30,245.4,-4.25
2/24/2023 3:45,245.4,-4.432
2/24/2023 4:00,245.4,-4.311
2/24/2023 4:15,245.3,-4.412
2/24/2023 4:30,245.3,-4.412
2/24/2023 4:45,245.2,-4.564
2/24/2023 5:00,245.3,-4.828
2/24/2023 5:15,245.2,-4.858
2/24/2023 5:30,245.3,-4.696
2/24/2023 5:45,245.2,-4.675
2/24/2023 6:00,245.2,-4.311
2/24/2023 6:15,245.2,-4.594
2/24/2023 6:30,245.2,-4.412
2/24/2023 6:45,245.2,-4.087
2/24/2023 7:00,245.2,-4.22
2/24/2023 7:15,245.3,-4.048
2/24/2023 7:30,245.2,-4.068
2/24/2023 7:45,245.1,-4.038
2/24/2023 8:00,245.2,-3.439
2/24/2023 8:15,245.1,-3.196
2/24/2023 8:30,245.2,-3.176
2/24/2023 8:45,245.1,-2.851
2/24/2023 9:00,245.1,-2.507
2/24/2023 9:15,245,-2.426
2/24/2023 9:30,245,-2.082
2/24/2023 9:45,245,-1.434
2/24/2023 10:00,245,-1.028
2/24/2023 10:15,245.1,-0.573
2/24/2023 10:30,244.8,-0.219
2/24/2023 10:45,244.9,0.064
2/24/2023 11:00,244.8,-0.461
2/24/2023 11:15,244.8,-0.28
2/24/2023 11:30,244.7,-0.665
2/24/2023 11:45,244.8,1.338
2/24/2023 12:00,244.7,1.258
2/24/2023 12:15,244.5,1.066
2/24/2023 12:30,244.7,1.622
2/24/2023 12:45,244.7,2.288
2/24/2023 13:00,244.7,2.026
2/24/2023 13:15,244.7,2.592
2/24/2023 13:30,244.7,2.268
2/24/2023 13:45,244.6,2.814
2/24/2023 14:00,244.2,2.936
2/24/2023 14:15,244.5,3.28
2/24/2023 14:30,244.1,3.765
2/24/2023 14:45,244.4,3.098
2/24/2023 15:00,244.5,3.775
2/24/2023 15:15,244.4,3.198
2/24/2023 15:30,244.3,3.138
2/24/2023 15:45,244.3,3.218
2/24/2023 16:00,244.2,2.633
2/24/2023 16:15,244.5,3.422
2/24/2023 16:30,244.3,2.976
2/24/2023 16:45,244.2,2.875
2/24/2023 17:00,244.2,2.43
2/24/2023 17:15,244.2,2.44
2/24/2023 17:30,244.2,2.471
2/24/2023 17:45,244.1,2.309
2/24/2023 18:00,244.2,2.046
2/24/2023 18:15,244,1.783
2/24/2023 18:30,244.2,1.096
2/24/2023 18:45,244.1,0.68
2/24/2023 19:00,244.1,0.508
2/24/2023 19:15,244.1,0.55
2/24/2023 19:30,244.1,0.489
2/24/2023 19:45,244.3,0.297
2/24/2023 20:00,244.3,0.346
2/24/2023 20:15,244.2,0.236
2/24/2023 20:30,244.1,0.266
2/24/2023 20:45,244.2,0.276
2/24/2023 21:00,244.1,0.469
2/24/2023 21:15,244.2,0.408
2/24/2023 21:30,244.3,0.934
2/24/2023 21:45,244.2,0.307
2/24/2023 22:00,244.2,0.58
2/24/2023 22:15,244.1,0.59
2/24/2023 22:30,244.3,0.246
2/24/2023 22:45,244.1,-0.725
2/24/2023 23:00,244.1,-0.786
2/24/2023 23:15,244.1,0.692
2/24/2023 23:30,244.1,0.954
2/24/2023 23:45,244.1,-0.067
2/25/2023 0:00,244.1,-0.219
2/25/2023 0:15,244.1,-0.704
2/25/2023 0:30,244.2,-0.826
2/25/2023 0:45,244.1,-1.474
2/25/2023 1:00,244.2,-2.405
2/25/2023 1:15,244.1,-3.652
2/25/2023 1:30,244.1,-3.054
2/25/2023 1:45,244.2,-2.922
2/25/2023 2:00,244.1,-2.832
2/25/2023 2:15,244.1,-4.048
2/25/2023 2:30,244.2,-4.168
2/25/2023 2:45,244.2,-4.23
2/25/2023 3:00,244.2,-4.148
2/25/2023 3:15,244.2,-4.128
2/25/2023 3:30,244.2,-4.371
2/25/2023 3:45,244.2,-3.499
2/25/2023 4:00,244.2,-3.074
2/25/2023 4:15,244.2,-4.483
2/25/2023 4:30,244.3,-3.986
2/25/2023 4:45,244.2,-3.784
2/25/2023 5:00,244.2,-3.885
2/25/2023 5:15,244.2,-3.014
2/25/2023 5:30,244.2,-2.386
2/25/2023 5:45,244.2,-3.439
2/25/2023 6:00,244.2,-4.168
2/25/2023 6:15,244.2,-4.352
2/25/2023 6:30,244.2,-4.371
2/25/2023 6:45,244.2,-4.534
2/25/2023 7:00,244.2,-3.844
2/25/2023 7:15,244.2,-3.48
2/25/2023 7:30,244.2,-3.946
2/25/2023 7:45,244.2,-4.068
2/25/2023 8:00,244.2,-3.642
2/25/2023 8:15,244.2,-3.338
2/25/2023 8:30,244.3,-2.446
2/25/2023 8:45,244.3,0.165
2/25/2023 9:00,244.3,-1.474
2/25/2023 9:15,244.3,-0.988
2/25/2023 9:30,244.2,1.076
2/25/2023 9:45,244.2,2.259
2/25/2023 10:00,244.2,-0.016
2/25/2023 10:15,244.2,0.064
2/25/2023 10:30,244.1,0.803
2/25/2023 10:45,244,0.772
2/25/2023 11:00,244.1,1.056
2/25/2023 11:15,244.1,1.844
2/25/2023 11:30,244,1.884
2/25/2023 11:45,243.8,2.986
2/25/2023 12:00,243.9,3.078
2/25/2023 12:15,243.6,2.693
2/25/2023 12:30,244,2.654
2/25/2023 12:45,243.7,3.502
2/25/2023 13:00,243.8,4.209
2/25/2023 13:15,243.8,4.209
2/25/2023 13:30,243.8,5.28
2/25/2023 13:45,243.5,5.32
2/25/2023 14:00,243.6,5.472
2/25/2023 14:15,243.9,5.714
2/25/2023 14:30,243.9,6.36
2/25/2023 14:45,243.8,6.248
2/25/2023 15:00,243.9,6.562
2/25/2023 15:15,243.5,6.37
2/25/2023 15:30,243.5,6.39
2/25/2023 15:45,243.8,6.854
2/25/2023 16:00,243.7,7.612
2/25/2023 16:15,243.5,7.934
2/25/2023 16:30,243.5,8.52
2/25/2023 16:45,243.9,8.29
2/25/2023 17:00,243.6,8.41
2/25/2023 17:15,243.6,8.57
2/25/2023 17:30,243.5,7.692
2/25/2023 17:45,243.4,7.44
2/25/2023 18:00,243.6,7.157
2/25/2023 18:15,243.5,6.794
2/25/2023 18:30,243.6,6.148
2/25/2023 18:45,243.6,5.238
2/25/2023 19:00,243.6,5.108
2/25/2023 19:15,243.7,3.461
2/25/2023 19:30,243.7,4.916
2/25/2023 19:45,243.7,5.209
2/25/2023 20:00,243.7,4.694
2/25/2023 20:15,243.7,5.209
2/25/2023 20:30,243.9,5.462
2/25/2023 20:45,243.7,5.604
2/25/2023 21:00,243.7,5.32
2/25/2023 21:15,243.8,3.946
2/25/2023 21:30,243.7,3.28
2/25/2023 21:45,243.7,2.168
2/25/2023 22:00,243.7,1.591
2/25/2023 22:15,243.7,1.176
2/25/2023 22:30,243.8,0.489
2/25/2023 22:45,243.8,-0.714
2/25/2023 23:00,243.8,-0.522
2/25/2023 23:15,243.8,-1.434
2/25/2023 23:30,243.9,-0.684
2/25/2023 23:45,243.9,-0.078
2/26/2023 0:00,243.8,-0.563
2/26/2023 0:15,243.9,0.114
2/26/2023 0:30,243.9,-0.138
2/26/2023 0:45,243.9,-1.505
2/26/2023 1:00,243.8,-0.948
2/26/2023 1:15,244,-0.584
2/26/2023 1:30,243.9,-1.252
2/26/2023 1:45,244,-0.897
2/26/2023 2:00,244,-2.284
2/26/2023 2:15,244,-1.838
2/26/2023 2:30,244,-0.948
2/26/2023 2:45,243.9,-1.859
2/26/2023 3:00,244,-1.859
2/26/2023 3:15,244,-1.626
2/26/2023 3:30,244.1,-0.866
2/26/2023 3:45,244,-0.633
2/26/2023 4:00,244,-0.816
2/26/2023 4:15,244.1,-1.535
2/26/2023 4:30,244,-1.009
2/26/2023 4:45,244,-0.928
2/26/2023 5:00,244,-0.452
2/26/2023 5:15,244,-0.654
2/26/2023 5:30,244,-0.928
2/26/2023 5:45,244,-1.353
2/26/2023 6:00,244,-1.312
2/26/2023 6:15,244,-0.886
2/26/2023 6:30,244,0.408
2/26/2023 6:45,244.1,-0.138
2/26/2023 7:00,244,-0.38
2/26/2023 7:15,244.1,-0.28
2/26/2023 7:30,244,-0.826
2/26/2023 7:45,244,-0.746
2/26/2023 8:00,244,1.056
2/26/2023 8:15,244,1.763
2/26/2023 8:30,244,-0.32
2/26/2023 8:45,244,-0.098
2/26/2023 9:00,244,0.165
2/26/2023 9:15,244,0.428
2/26/2023 9:30,244,1.642
2/26/2023 9:45,244,1.945
2/26/2023 10:00,244,1.986
2/26/2023 10:15,244.1,2.713
2/26/2023 10:30,244.1,1.925
2/26/2023 10:45,244,1.854
2/26/2023 11:00,244.3,1.601
2/26/2023 11:15,244.3,1.713
2/26/2023 11:30,244.4,1.582
2/26/2023 11:45,244.6,0.904
2/26/2023 12:00,245,0.53
2/26/2023 12:15,245.1,0.631
2/26/2023 12:30,245.3,0.914
2/26/2023 12:45,245.3,0.994
2/26/2023 13:00,245.3,1.014
2/26/2023 13:15,245.3,1.449
2/26/2023 13:30,245.6,-0.34
2/26/2023 13:45,246.1,-0.35
2/26/2023 14:00,246.7,-0.057
2/26/2023 14:15,246.9,0.126
2/26/2023 14:30,247.4,0.448
2/26/2023 14:45,247.4,0.61
2/26/2023 15:00,247.4,0.813
2/26/2023 15:15,247.4,0.914
2/26/2023 15:30,247.5,1.258
2/26/2023 15:45,247.5,0.792
2/26/2023 16:00,247.5,0.711
2/26/2023 16:15,247.5,0.732
2/26/2023 16:30,247.5,0.792
2/26/2023 16:45,247.5,0.823
2/26/2023 17:00,247.5,0.954
2/26/2023 17:15,247.5,1.298
2/26/2023 17:30,247.5,1.804
2/26/2023 17:45,247.5,1.137
2/26/2023 18:00,249,-0.786
2/26/2023 18:15,249.4,-0.684
2/26/2023 18:30,251.6,-1.09
2/26/2023 18:45,251.8,-1.171
2/26/2023 19:00,252,-1.19
2/26/2023 19:15,252,-1.15
2/26/2023 19:30,252,-0.806
2/26/2023 19:45,252.1,-0.886
2/26/2023 20:00,252.1,-1.059
2/26/2023 20:15,252.1,-1.262
2/26/2023 20:30,252.1,-1.048
2/26/2023 20:45,252,-1.19
2/26/2023 21:00,252.1,-1.272
2/26/2023 21:15,252.1,-1.312
2/26/2023 21:30,252.1,-1.494
2/26/2023 21:45,252.2,-2.486
2/26/2023 22:00,252.1,-2.932
2/26/2023 22:15,252,-3.418
2/26/2023 22:30,252.1,-3.46
2/26/2023 22:45,252.1,-3.925
2/26/2023 23:00,252,-3.885
2/26/2023 23:15,252.1,-4.017
2/26/2023 23:30,252.1,-4.25
2/26/2023 23:45,252.1,-5.02
2/27/2023 0:00,252.2,-5.112
2/27/2023 0:15,252.2,-4.838
2/27/2023 0:30,252.2,-4.98
2/27/2023 0:45,252.2,-5.122
2/27/2023 1:00,252.2,-4.838
2/27/2023 1:15,252.2,-4.798
2/27/2023 1:30,252.2,-4.898
2/27/2023 1:45,252.2,-5.04
2/27/2023 2:00,252.2,-4.928
2/27/2023 2:15,252.2,-4.675
2/27/2023 2:30,252.1,-4.777
2/27/2023 2:45,252.1,-4.928
2/27/2023 3:00,252.2,-4.98
2/27/2023 3:15,252.1,-4.594
2/27/2023 3:30,252.2,-4.473
2/27/2023 3:45,252.2,-3.682
2/27/2023 4:00,252.2,-4.098
2/27/2023 4:15,252.3,-4.22
2/27/2023 4:30,252.2,-4.087
2/27/2023 4:45,252.3,-3.601
2/27/2023 5:00,252.2,-3.946
2/27/2023 5:15,252.2,-4.038
2/27/2023 5:30,252.2,-3.784
2/27/2023 5:45,252.2,-3.742
2/27/2023 6:00,252.3,-3.652
2/27/2023 6:15,252.2,-3.48
2/27/2023 6:30,252.1,-3.56
2/27/2023 6:45,252.1,-3.632
2/27/2023 7:00,252.2,-3.662
2/27/2023 7:15,252.1,-3.784
2/27/2023 7:30,252.1,-3.418
2/27/2023 7:45,252.1,-3.905
2/27/2023 8:00,252.1,-3.429
2/27/2023 8:15,252.1,-2.81
2/27/2023 8:30,252.1,-2.244
2/27/2023 8:45,252.2,-2.184
2/27/2023 9:00,252.2,-1.677
2/27/2023 9:15,252.1,-1.171
2/27/2023 9:30,252,-1.818
2/27/2023 9:45,252.1,-1.181
2/27/2023 10:00,252,-0.766
2/27/2023 10:15,252.1,-0.806
2/27/2023 10:30,252.1,0.368
2/27/2023 10:45,252.1,0.126
2/27/2023 11:00,251.9,-0.766
2/27/2023 11:15,251.9,0.024
2/27/2023 11:30,251.7,0.692
2/27/2023 11:45,251.8,0.448
2/27/2023 12:00,251.6,0.873
2/27/2023 12:15,251.8,0.924
2/27/2023 12:30,251.9,1.258
2/27/2023 12:45,251.9,2.148
2/27/2023 13:00,252,1.601
2/27/2023 13:15,251.8,0.842
2/27/2023 13:30,252.1,1.358
2/27/2023 13:45,251.9,1.692
2/27/2023 14:00,251.9,1.896
2/27/2023 14:15,251.9,1.874
2/27/2023 14:30,251.5,1.794
2/27/2023 14:45,251.7,1.46
2/27/2023 15:00,251.9,1.722
2/27/2023 15:15,251.8,1.763
2/27/2023 15:30,252,1.622
2/27/2023 15:45,251.8,1.702
2/27/2023 16:00,251.8,1.722
2/27/2023 16:15,251.7,1.722
2/27/2023 16:30,251.8,1.744
2/27/2023 16:45,251.8,1.864
2/27/2023 17:00,251.7,1.884
2/27/2023 17:15,251.8,2.026
2/27/2023 17:30,251.7,2.33
2/27/2023 17:45,251.7,2.077
2/27/2023 18:00,251.7,1.864
2/27/2023 18:15,251.7,1.834
2/27/2023 18:30,251.7,1.722
2/27/2023 18:45,251.8,1.652
2/27/2023 19:00,251.8,0.489
2/27/2023 19:15,252.5,-1.048
2/27/2023 19:30,255.1,-1.232
2/27/2023 19:45,257,-1.312
2/27/2023 20:00,259.1,-1.413
2/27/2023 20:15,259.1,-1.474
2/27/2023 20:30,259.1,-0.886
2/27/2023 20:45,259,0.034
2/27/2023 21:00,259.1,0.205
2/27/2023 21:15,259.1,0.398
2/27/2023 21:30,259.2,0.448
2/27/2023 21:45,259.1,0.59
2/27/2023 22:00,259.1,0.428
2/27/2023 22:15,259.1,0.256
2/27/2023 22:30,259.1,0.286
2/27/2023 22:45,259.1,0.226
2/27/2023 23:00,259,0.236
2/27/2023 23:15,259,0.044
2/27/2023 23:30,259.1,0.024
2/27/2023 23:45,259.1,-0.118
2/28/2023 0:00,259.1,-0.118
2/28/2023 0:15,259,-0.461
2/28/2023 0:30,259,-0.786
2/28/2023 0:45,259,-0.522
2/28/2023 1:00,259,-0.604
2/28/2023 1:15,259,-0.866
2/28/2023 1:30,259,-0.907
2/28/2023 1:45,259,-0.837
2/28/2023 2:00,259,-0.816
2/28/2023 2:15,259,-0.938
2/28/2023 2:30,259,-0.958
2/28/2023 2:45,259,-0.846
2/28/2023 3:00,259,-0.968
2/28/2023 3:15,258.9,-1.232
2/28/2023 3:30,259,-1.332
2/28/2023 3:45,259,-1.404
2/28/2023 4:00,259,-1.697
2/28/2023 4:15,259,-1.697
2/28/2023 4:30,259,-1.554
2/28/2023 4:45,258.9,-1.716
2/28/2023 5:00,258.9,-1.312
2/28/2023 5:15,258.9,-1.494
2/28/2023 5:30,259,-1.382
2/28/2023 5:45,259,-1.312
2/28/2023 6:00,259,-1.515
2/28/2023 6:15,259,-1.636
2/28/2023 6:30,258.9,-1.687
2/28/2023 6:45,259,-1.454
2/28/2023 7:00,259,-1.596
2/28/2023 7:15,258.9,-1.898
2/28/2023 7:30,259,-2.122
2/28/2023 7:45,259,-2.244
2/28/2023 8:00,259,-2.254
2/28/2023 8:15,259,-2.122
2/28/2023 8:30,259,-2.142
2/28/2023 8:45,259,-2.223
2/28/2023 9:00,259,-1.94
2/28/2023 9:15,259,-2.184
2/28/2023 9:30,259,-1.738
2/28/2023 9:45,259,-1.069
2/28/2023 10:00,258.9,-2.082
2/28/2023 10:15,258.9,-2.264
2/28/2023 10:30,258.9,-1.818
2/28/2023 10:45,258.9,-1.849
2/28/2023 11:00,258.9,-1.262
2/28/2023 11:15,258.9,-0.776
2/28/2023 11:30,258.9,-0.684
2/28/2023 11:45,258.9,-0.188
2/28/2023 12:00,258.8,0.368
2/28/2023 12:15,258.8,0.499
2/28/2023 12:30,258.8,0.448
2/28/2023 12:45,258.7,-0.28
2/28/2023 13:00,258.7,-0.016
2/28/2023 13:15,258.6,-0.127
2/28/2023 13:30,258.6,0.135
2/28/2023 13:45,258.6,-0.026
2/28/2023 14:00,258.6,-0.036
2/28/2023 14:15,258.7,-0.219
2/28/2023 14:30,258.6,-0.078
2/28/2023 14:45,258.7,0.054
2/28/2023 15:00,258.6,0.307
2/28/2023 15:15,258.6,0.378
2/28/2023 15:30,258.7,0.205
2/28/2023 15:45,258.3,0.276
2/28/2023 16:00,258.7,-0.461
2/28/2023 16:15,258.6,-0.442
2/28/2023 16:30,258.5,-0.108
2/28/2023 16:45,258.4,0.034
2/28/2023 17:00,258.6,0.317
2/28/2023 17:15,258.5,-0.026
2/28/2023 17:30,258.6,-0.37
2/28/2023 17:45,258.6,-0.432
2/28/2023 18:00,258.4,-0.958
2/28/2023 18:15,258.4,-1.11
2/28/2023 18:30,258.5,-1.171
2/28/2023 18:45,258.6,-1.15
2/28/2023 19:00,258.5,-1.028
2/28/2023 19:15,258.5,-0.928
2/28/2023 19:30,258.9,-0.948
2/28/2023 19:45,258.5,-1.232
2/28/2023 20:00,258.6,-1.322
2/28/2023 20:15,258.5,-1.616
2/28/2023 20:30,258.5,-1.525
2/28/2023 20:45,258.7,-1.758
2/28/2023 21:00,258.6,-1.716
2/28/2023 21:15,258.6,-1.96
2/28/2023 21:30,258.7,-1.566
2/28/2023 21:45,258.5,-1.382
2/28/2023 22:00,258.7,-1.232
2/28/2023 22:15,258.5,-1.544
2/28/2023 22:30,258.5,-1.252
2/28/2023 22:45,258.6,-1.19
2/28/2023 23:00,258.6,-1.382
2/28/2023 23:15,258.5,-1.596
2/28/2023 23:30,258.7,-2.992
2/28/2023 23:45,258.8,-2.973
3/1/2023 0:00,259.5,-2.953
3/1/2023 0:15,259.7,-2.973
3/1/2023 0:30,260,-2.992
3/1/2023 0:45,260.1,-2.963
3/1/2023 1:00,260.1,-2.932
3/1/2023 1:15,260.2,-2.953
3/1/2023 1:30,260.1,-2.73
3/1/2023 1:45,260.2,-2.74
3/1/2023 2:00,260.2,-2.446
3/1/2023 2:15,260.2,-2.75
3/1/2023 2:30,260.4,-2.75
3/1/2023 2:45,260.4,-3.196
3/1/2023 3:00,260.5,-3.034
3/1/2023 3:15,260.6,-2.912
3/1/2023 3:30,260.8,-3.014
3/1/2023 3:45,260.8,-3.034
3/1/2023 4:00,260.9,-3.135
3/1/2023 4:15,260.9,-3.216
3/1/2023 4:30,261,-3.55
3/1/2023 4:45,261.1,-3.58
3/1/2023 5:00,261.2,-3.56
3/1/2023 5:15,261.2,-3.58
3/1/2023 5:30,261.2,-3.682
3/1/2023 5:45,261.2,-3.824
3/1/2023 6:00,261.3,-3.844
3/1/2023 6:15,261.3,-4.026
3/1/2023 6:30,261.4,-4.026
3/1/2023 6:45,261.4,-4.058
3/1/2023 7:00,261.4,-4.068
3/1/2023 7:15,261.5,-4.087
3/1/2023 7:30,261.5,-4.108
3/1/2023 7:45,261.6,-4.148
3/1/2023 8:00,261.6,-4.21
3/1/2023 8:15,261.5,-4.291
3/1/2023 8:30,261.6,-4.412
3/1/2023 8:45,261.5,-4.291
3/1/2023 9:00,261.6,-4.189
3/1/2023 9:15,261.6,-4.21
3/1/2023 9:30,261.6,-3.876
3/1/2023 9:45,261.6,-2.386
3/1/2023 10:00,261.5,-3.176
3/1/2023 10:15,261.6,-3.358
3/1/2023 10:30,261.6,-2.041
3/1/2023 10:45,261.6,-1.758
3/1/2023 11:00,261.4,-2.162
3/1/2023 11:15,261.4,-2.345
3/1/2023 11:30,261.3,-1.92
3/1/2023 11:45,261.3,-1.554
3/1/2023 12:00,261.2,-1.11
3/1/2023 12:15,261.5,-1.372
3/1/2023 12:30,261.3,-0.968
3/1/2023 12:45,261.3,-0.442
3/1/2023 13:00,261.1,-0.006
3/1/2023 13:15,260.8,0.55
3/1/2023 13:30,260.9,0.742
3/1/2023 13:45,260.9,1.176
